"Facing North, Build a blue block at top right corner of the bottom yellow block (diagonally)",blue
"Facing south, Build 3 blue blocks on top of the existing blue block.",blue
"Facing west, Build each one blue block the right and left side of the top most blue block.",blue
"Facing west, walk forwards a little bit, then place a tower of four blue blocks.",blue
"Facing north, place a tower of four blue blocks two spaces to the right of the existing tower, then delete the left tower.",blue
"Facing North, Build a brown block diagonally at the left corner of the existing brown block.",orange
"Facing North, Destroy the side diagonal brown block and Build diagonally at the top right corner of the bottom brown block.",orange
"Facing North, Destroy the top side 2 orange blocks.",mixed
"Facing North, starting from the existing orange block, build 2 orange blocks that extend diagonally upwards to the left, like a staircase. You should end up with a total of 3 orange blocks that are arranged like stairs.",orange
"Facing North, Destroy the upper side orange block.",mixed
"Destroy the existing block.
Facing North, build an orange block on the 4th column counting from the left and the 5th row counting from the bottom. Build a row of 3 orange blocks centered on top of the first orange block you built. Destroy the middle block.",orange
"Destroy all of the existing blocks. Facing North, build an orange block on the 4th column counting from the left and the 5th row counting from the bottom.",mixed
"Facing north, stack 4 green blocks on the right edge of the grid.",green
"Facing north, place 2 green blocks to the left of the bottom green block.",green
"Facing north, place 2 green blocks to the left of the 2nd highest green block.",green
"Facing north, place a green block on top of the leftmost green block, the highest one of the two.",green
"Facing north, skip one square to the left of the big green 'Y' and place 2 yellow blocks, from right to left, one block higher than the ground.",yellow
"Facing north, place 2 yellow blocks on top of each existing yellow block, then break the 2 middle yellow blocks.",yellow
"Facing north, skip one block to the left of the big yellow = structure and place 3 purple blocks, from right to left, one level higher than the grid, finally, break the middle purple block.",purple
"Place a purple block between the two existing ones, but one level higher.",purple
"Facing north, place a purple block on top of the topmost purple block, then place a purple block to the left and right of that one, finally, break the first block you placed.",purple
"Facing north, build a 4 blocks tall green tower on the right edge of the grid.",green
"Facing north, place 2 green blocks to the left of the bottom green block.",green
"Facing north, stack 4 green blocks on the right edge of the grid.",green
horizontally left to the bottom green block facing north place 3 green blocks,green
"Facing North, Build a Green block at left side of the second Green block from Top.",green
"Facing North, Build 2 green blocks (one on another) at left side of the green block at top side right to left direction.",mixed
"Facing north, stack 4 green blocks at the right edge of the grid.",green
"Facing north, place 2 green blocks to the left of the bottom green block.",green
"Facing North, Build 2 green block at the left side of 2nd top green block by side by side.",green
"Facing North, Build a green block at top of the left top most green block.",green
"Facing north, build a 4 blocks tall green tower on the right edge of the grid.",green
"Facing north, place two blocks to the left of the bottom green block.",green
"Facing north, place two blocks to the left of the second green block from the top.",green
"Facing north, place a green block on top of the leftmost green block (the top one).",green
"Facing north, skip one square to the left of the big Y and place two yellow blocks from right to left one block higher than the grid.",yellow
"Facing north, place two yellow blocks one block higher than the existing yellow blocks (so that there's a gap between the four blocks.",yellow
"Facing north, skip one block to the left of the yellow structure and place 3 purple blocks one block higher from the grid, from right to left.",purple
"Facing north, place a purple block on the MIDDLE of the purple line, then break the block below the one you just placed.",purple
"Facing north, place a purple block on top of the top purple block, then place a purple block to the left and right of that one, then break the first block you placed.",purple
"Starting from the right side of the grid, build a row of three green blocks. On top of the first block you placed, add three more green blocks on top of each other.",green
"Facing north, place 2 green blocks to the left of the second green block from the top.",green
"Facing north, build a tower of 5 red blocks. Destroy the 2nd and 4th blocks",red
"Facing north, place down 4 purple blocks, from left to right, in the middle of the grid, then break the 2nd block from the left.",purple
"Facing north, stack 2 red blocks on top of the purple block on the left.",red
"Facing north, build a 3 by 3 by 3 red cube in the middle of the grid, then break the bottom row.",red
"Facing east, build three towers next to each other of 3 orange blocks each. Destroy the highest block of the middle tower.",orange
"To the right of the orange structure, and closer to you than the orange structure, build three towers next to each other of 3 red blocks each and then destroy the bottom block of each tower.",red
"Facing east, build three towers next to each other of 2 orange blocks each. Destroy the bottom block of each tower. Build an identical row of orange blocks behind the first row. Destroy the middle block of the first row.",orange
"Facing east, place an orange block on the ground, immediately to the left and right of the orange structure (the row closest to you).",orange
"Facing east, behind the middle block of the last row of orange blocks, place a green block. To its right, and one level higher, place another green block.",green
To the right of the highest green block place another green block one level higher,green
"Stack 3 green blocks in the middle of the grid, then break the bottom 2.",green
"Facing north, place a green block to the left of the existing one, one level lower.",green
"Stack 5 orange blocks in the middle of the grid, then break the bottom 2.",orange
"Stack 5 orange blocks in the middle of the grid, then break the bottom 2.",orange
"Facing north, on the middle row, place down 9 green blocks, from left to right, starting at the second square from the left edge.",green
"Facing north, stack 8 green blocks on top of the leftmost green block.",green
Stack 6 yellow blocks in the middle of the grid.,yellow
"Facing South from the north edge, Build a green block below to the centre red block.",green
"Facing South, Build 2 red blocks below to the right most red block.",red
"In front of the leftmost and rightmost red blocks, add one orange block",orange
"Facing West, Destroy the 2 yellow blocks and Build orange blocks instead.
(Note: Replace the 2 yellow blocks with orange blocks.)",mixed
"On top of the green block, add 2 blue blocks. To the left of the highest blue block, add 2 blue blocks.",blue
"Facing West, Build 2 Yellow blocks diagonally at the right corner.",yellow
"Facing North, Destroy the 2 yellow blocks from left (west to east)",mixed
"Facing West, Build 2 yellow blocks diagonally at the top right corner of the yellow block.",yellow
"Facing West, Destroy the right most 2 yellow blocks.",mixed
"Facing west, to the right of the yellow block build a tower of 2 yellow blocks and then destroy the bottom block. To the right of this block, build a tower of 3 yellow blocks and then destroy the bottom two blocks.",yellow
"Facing North from the south edge, Build 2 Green over the right Green block by one top of another.",green
"Facing North, Build 2 Green blocks one top of another at the left side of the top most green block.",green
"Facing North, Destroy the right most 2 green blocks from the east to west direction.",mixed
"Facing North, Build 2 Green block at the left side of top side green block.
(Note: Left in the sense towards west direction)",green
"Facing North, Build a green block at the left side of the top most green block.
(Note: Left - Towards west direction)",green
"Facing East from the West edge, Build 4 Blue block side by side towards right of the 1st blue block (Bottom).",blue
"Facing North, Build 2 blue block below to the 2nd blue block from the west to east direction.",blue
"Facing North, Destroy the 2 right most yellow blocks.",mixed
"Facing North, Build 2 yellow blocks below to the right most blue blocks (1 each).",yellow
"Facing West, Build 6 blue blocks at the gap (Fill the existing shape like rectangle)",blue
Destroy the top side 1 block.,mixed
"Facing North, Build a Orange block on top of the Red block.",orange
"Facing North, Build 3 Yellow blocks at the right of the Orange block.",yellow
"Facing North, Destroy the top side 2 yellow blocks and build 2 yellow blocks side by side towards of the existing yellow block.",yellow
"To the right of the rightmost yellow block place one orange block. Underneath it, add 3 red blocks.",mixed
"Facing South, Move into 3rd column from the east and 4th row from north position. Build 2 Red blocks on top of another.",red
"Facing North, Build a orange block on top of the red block.",orange
"Stack 5 blue blocks in the middle of the grid, then break the bottom 2.",blue
"Place a blue block in the middle of the map, then a red block on top of that.",mixed
"To the right of the blue block, skip two grid cells and place another blue block. On top of it place a red block.",mixed
"Facing north, place a green block at the bottom.",green
Destroy all of the blocks placed down make a stack of 4 blue blocks,blue
place a green block 4 spaces east of the lowest blue block,green
put a green block north of the green block,green
place a green block on the square 2 west and 2 north of the southern most green block,green
Remove all green blocks.,mixed
Put a green box in the center of the map.,green
"Put a blue box, a orange box and another blue box on the green box.",mixed
Remove all of the blocks except the green one,mixed
"Above the green block: Place an empty space, red block and blue block.",mixed
"Facing South, remove the red block from the stack.",mixed
"Facing North, add a block on the green block, any color.",blue
Build a red block between the blue blocks and remove the lower blue box.,red
"Place four blue blocks in a stack, one on top of the other.",blue
place a green block on the right side of the blue tower 3 blocks away from it,green
"place a green block diagonally in front of the green block, skipping one square",green
"place a green block diagonally in front of the green block, skipping one square",green
